id,result,label
2143,Genetic Algorithms,1
2144,Genetic Algorithms,1
2145,Genetic Algorithms,1
2146,Probabilistic Methods,3
2147,3. Probabilistic Methods,3
2148,3. Probabilistic Methods,3
2149,3. Probabilistic Methods,3
2150,Neural Networks,2
2151,Case Based,0
2152,Reinforcement Learning,4
2153,Theory,6
2154,Theory,6
2155,Case Based,0
2156,Theory,6
2157,6,6
2158,6,6
2159,Theory,6
2160,Theory,6
2161,Theory,6
2162,3,3
2163,3,3
2164,3,3
2165,4. Reinforcement Learning,4
2166,4. Reinforcement Learning,4
2167,Neural Networks,2
2168,Neural Networks,2
2169,4. Reinforcement Learning,4
2170,Case Based,0
2171,Genetic Algorithms,1
2172,Case Based,0
2173,Theory,6
2174,4.,4
2175,Neural Networks,2
2176,3. Probabilistic Methods,3
2177,3. Probabilistic Methods,3
2178,Reinforcement Learning,4
2179,Rule Learning,5
2180,Case Based,0
2181,Reinforcement Learning,4
2182,Case Based,0
2183,Reinforcement Learning,4
2184,5. Rule Learning,5
2185,5. Rule Learning,5
2186,Case Based,0
2187,Probabilistic Methods,3
2188,Rule Learning,5
2189,5. Rule Learning,5
2190,Theory,6
2191,3,3
2192,6. Theory,6
2193,2. Genetic Algorithms,1
2194,Probabilistic Methods,3
2195,Case Based,0
2196,Case Based,0
2197,0. Case Based,1
2198,Neural Networks,2
2199,2. Neural Networks,2
2200,Case Based,0
2201,Neural Networks,2
2202,2,2
2203,Reinforcement Learning,4
2204,3. Probabilistic Methods,3
2205,3. Probabilistic Methods,3
2206,Probabilistic Methods,3
2207,Neural Networks,2
2208,Neural Networks,2
2209,Neural Networks,2
2210,Genetic Algorithms,1
2211,3. Probabilistic Methods,3
2212,Neural Networks,2
2213,3. Probabilistic Methods,3
2214,3. Probabilistic Methods,3
2215,3. Probabilistic Methods,3
2216,3,3
2217,Rule Learning,5
2218,3. Probabilistic Methods,3
2219,Case Based,0
2220,Neural Networks,2
2221,Neural Networks,2
2222,4. Reinforcement Learning,4
2223,Reinforcement Learning,4
2224,4. Reinforcement Learning,4
2225,Reinforcement Learning,4
2226,Reinforcement Learning,4
2227,Rule Learning,5
2228,Case Based,0
2229,3. Probabilistic Methods,3
2230,3,3
2231,Reinforcement Learning,4
2232,1. Genetic Algorithms,1
2233,1. Genetic Algorithms,1
2234,1,1
2235,Rule Learning,5
2236,Reinforcement Learning,4
2237,Reinforcement Learning,4
2238,Reinforcement Learning,4
2239,Reinforcement Learning,4
2240,Reinforcement Learning,4
2241,3. Probabilistic Methods,3
2242,3. Probabilistic Methods,3
2243,4. Reinforcement Learning,4
2244,3. Probabilistic Methods,3
2245,3. Probabilistic Methods,3
2246,3,3
2247,3. Probabilistic Methods,3
2248,4. Reinforcement Learning,4
2249,Reinforcement Learning,4
2250,4. Reinforcement Learning,4
2251,1. Genetic Algorithms,1
2252,Genetic Algorithms,1
2253,3. Probabilistic Methods,3
2254,Genetic Algorithms,1
2255,3,3
2256,Rule Learning,5
2257,Neural Networks,2
2258,3. Probabilistic Methods,3
2259,4. Reinforcement Learning,4
2260,4. Reinforcement Learning,4
2261,Reinforcement Learning,4
2262,4. Reinforcement Learning,4
2263,4. Reinforcement Learning,4
2264,Theory,6
2265,Reinforcement Learning,4
2266,Case Based,0
2267,Rule Learning,5
2268,3. Probabilistic Methods,3
2269,Rule Learning,5
2270,Rule Learning,5
2271,Rule Learning,5
2272,Rule Learning,5
2273,Rule Learning,5
2274,Theory,6
2275,5. Rule Learning,5
2276,3,3
2277,3,3
2278,Theory,6
2279,Neural Networks,2
2280,3. Probabilistic Methods,3
2281,3. Probabilistic Methods,3
2282,Reinforcement Learning,4
2283,3. Probabilistic Methods,3
2284,5. Rule Learning,5
2285,5. Rule Learning,5
2286,5. Rule Learning,5
2287,Rule Learning,5
2288,Rule Learning,5
2289,Reinforcement Learning,4
2290,Reinforcement Learning,4
2291,Reinforcement Learning,4
2292,Case Based,0
2293,Theory,6
2294,4. Reinforcement Learning,4
2295,Neural Networks,2
2296,3. Probabilistic Methods,3
2297,4. Reinforcement Learning,4
2298,Reinforcement Learning,4
2299,4,4
2300,Genetic Algorithms,1
2301,1. Genetic Algorithms,1
2302,Reinforcement Learning,4
2303,3. Probabilistic Methods,3
2304,Genetic Algorithms,1
2305,1. Genetic Algorithms,1
2306,Genetic Algorithms,1
2307,2. Genetic Algorithms,1
2308,3,3
2309,4. Reinforcement Learning,4
2310,3. Probabilistic Methods,3
2311,Neural Networks,2
2312,Case Based,0
2313,Rule Learning,5
2314,3. Probabilistic Methods,3
2315,3. Probabilistic Methods,3
2316,Neural Networks,2
2317,3,3
2318,1. Genetic Algorithms,1
2319,Probabilistic Methods,3
2320,Case Based,0
2321,Neural Networks,2
2322,1. Genetic Algorithms,1
2323,2. Neural Networks,2
2324,3,3
2325,Genetic Algorithms,1
2326,5. Rule Learning,5
2327,1,1
2328,Genetic Algorithms,1
2329,Genetic Algorithms,1
2330,Genetic Algorithms,1
2331,Genetic Algorithms,1
2332,Reinforcement Learning,4
2333,Theory,6
2334,Neural Networks,2
2335,Reinforcement Learning,4
2336,4. Reinforcement Learning,4
2337,Reinforcement Learning,4
2338,Probabilistic Methods,3
2339,Probabilistic Methods,3
2340,3. Probabilistic Methods,3
2341,4. Reinforcement Learning,4
2342,1. Genetic Algorithms,1
2343,3,3
2344,Probabilistic Methods,3
2345,3. Probabilistic Methods,3
2346,3. Probabilistic Methods,3
2347,Case Based,0
2348,1. Genetic Algorithms,1
2349,4. Reinforcement Learning,4
2350,Reinforcement Learning,4
2351,Reinforcement Learning,4
2352,4. Reinforcement Learning,4
2353,Reinforcement Learning,4
2354,Neural Networks,2
2355,Reinforcement Learning,4
2356,Reinforcement Learning,4
2357,Neural Networks,2
2358,3. Probabilistic Methods,3
2359,3. Probabilistic Methods,3
2360,Probabilistic Methods,3
2361,Neural Networks,2
2362,Reinforcement Learning,4
2363,5. Rule Learning,5
2364,Case Based,0
2365,Neural Networks,2
2366,Neural Networks,2
2367,3,3
2368,Probabilistic Methods,3
2369,3. Probabilistic Methods,3
2370,3. Probabilistic Methods,3
2371,3. Probabilistic Methods,3
2372,Neural Networks,2
2373,3. Probabilistic Methods,3
2374,Rule Learning,5
2375,Rule Learning,5
2376,Reinforcement Learning,4
2377,Neural Networks,2
2378,4. Reinforcement Learning,4
2379,Reinforcement Learning,4
2380,Reinforcement Learning,4
2381,1. Genetic Algorithms,1
2382,Reinforcement Learning,4
2383,Reinforcement Learning,4
2384,Case Based,0
2385,Rule Learning,5
2386,Reinforcement Learning,4
2387,Reinforcement Learning,4
2388,Genetic Algorithms,1
2389,Neural Networks,2
2390,Neural Networks,2
2391,Neural Networks,2
2392,Neural Networks,2
2393,Reinforcement Learning,4
2394,Theory,6
2395,Theory,6
2396,Theory,6
2397,Theory,6
2398,Neural Networks,2
2399,4. Reinforcement Learning,4
2400,Neural Networks,2
2401,4. Reinforcement Learning,4
2402,3. Probabilistic Methods,3
2403,Probabilistic Methods,3
2404,3,3
2405,Rule Learning,5
2406,Reinforcement Learning,4
2407,5. Rule Learning,5
2408,Neural Networks,2
2409,3. Probabilistic Methods,3
2410,3. Probabilistic Methods,3
2411,1. Genetic Algorithms,1
2412,3,3
2413,Neural Networks,2
2414,Probabilistic Methods,3
2415,Neural Networks,2
2416,Reinforcement Learning,4
2417,Reinforcement Learning,4
2418,Case Based,0
2419,Neural Networks,2
2420,3. Probabilistic Methods,3
2421,Neural Networks,2
2422,3,3
2423,Theory,6
2424,Case Based,0
2425,Neural Networks,2
2426,Probabilistic Methods,3
2427,5. Rule Learning,5
2428,3. Probabilistic Methods,3
2429,Reinforcement Learning,4
2430,3. Probabilistic Methods,3
2431,Reinforcement Learning,4
2432,Reinforcement Learning,4
2433,Neural Networks,2
2434,4. Reinforcement Learning,4
2435,Reinforcement Learning,4
2436,Rule Learning,5
2437,Probabilistic Methods,3
2438,3,3
2439,Neural Networks,2
2440,Neural Networks,2
2441,2. Neural Networks,2
2442,Neural Networks,2
2443,Neural Networks,2
2444,Neural Networks,2
2445,Neural Networks,2
2446,3. Probabilistic Methods,3
2447,Neural Networks,2
2448,Neural Networks,2
2449,3,3
2450,Neural Networks,2
2451,Neural Networks,2
2452,Neural Networks,2
2453,Case Based,0
2454,Theory,6
2455,4.,4
2456,Neural Networks,2
2457,Theory,6
2458,6,6
2459,Neural Networks,2
2460,2. Neural Networks,2
2461,6. Theory,6
2462,3. Probabilistic Methods,3
2463,Reinforcement Learning,4
2464,4. Reinforcement Learning,4
2465,4. Reinforcement Learning,4
2466,2. Neural Networks,2
2467,Rule Learning,5
2468,Neural Networks,2
2469,Case Based,0
2470,3.,3
2471,3. Probabilistic Methods,3
2472,1. Genetic Algorithms,1
2473,4,4
2474,4,4
2475,3. Probabilistic Methods,3
2476,Neural Networks,2
2477,Neural Networks,2
2478,1. Genetic Algorithms,1
2479,Theory,6
2480,Theory,6
2481,Rule Learning,5
2482,3. Probabilistic Methods,3
2483,4. Reinforcement Learning,4
2484,4. Reinforcement Learning,4
2485,3,3
2486,3,3
2487,Genetic Algorithms,1
2488,Genetic Algorithms,1
2489,3. Probabilistic Methods,3
2490,Reinforcement Learning,4
2491,5. Rule Learning,5
2492,Neural Networks,2
2493,3. Probabilistic Methods,3
2494,Probabilistic Methods,3
2495,Probabilistic Methods,3
2496,Reinforcement Learning,4
2497,5. Rule Learning,5
2498,Reinforcement Learning,4
2499,Case Based,0
2500,3. Probabilistic Methods,3
2501,3. Probabilistic Methods,3
2502,Case Based,0
2503,Neural Networks,2
2504,Genetic Algorithms,1
2505,1. Genetic Algorithms,1
2506,5. Rule Learning,5
2507,Neural Networks,2
2508,3. Probabilistic Methods,3
2509,4. Reinforcement Learning,4
2510,Rule Learning,5
2511,Neural Networks,2
2512,Neural Networks,2
2513,3. Probabilistic Methods,3
2514,Neural Networks,2
2515,Neural Networks,2
2516,Rule Learning,5
2517,Rule Learning,5
2518,Neural Networks,2
2519,3. Probabilistic Methods,3
2520,Reinforcement Learning,4
2521,3. Probabilistic Methods,3
2522,Neural Networks,2
2523,Neural Networks,2
2524,4. Reinforcement Learning,4
2525,Neural Networks,2
2526,Case Based,0
2527,2. Neural Networks,2
2528,Rule Learning,5
2529,3. Probabilistic Methods,3
2530,Neural Networks,2
2531,3. Probabilistic Methods,3
2532,Genetic Algorithms,1
2533,Probabilistic Methods,3
2534,Probabilistic Methods,3
2535,Probabilistic Methods,3
2536,Reinforcement Learning,4
2537,1. Genetic Algorithms,1
2538,Reinforcement Learning,4
2539,3. Probabilistic Methods,3
2540,3. Probabilistic Methods,3
2541,1,1
2542,3. Probabilistic Methods,3
2543,Probabilistic Methods,3
2544,2,2
2545,Case Based,0
2546,Neural Networks,2
2547,4. Reinforcement Learning,4
2548,4. Reinforcement Learning,4
2549,4. Reinforcement Learning,4
2550,3,3
2551,3. Probabilistic Methods,3
2552,3,3
2553,Rule Learning,5
2554,Neural Networks,2
2555,3. Probabilistic Methods,3
2556,Neural Networks,2
2557,Neural Networks,2
2558,Neural Networks,2
2559,Probabilistic Methods,3
2560,Neural Networks,2
2561,Neural Networks,2
2562,Theory,6
2563,Reinforcement Learning,4
2564,Reinforcement Learning,4
2565,3. Probabilistic Methods,3
2566,3. Probabilistic Methods,3
2567,3. Probabilistic Methods,3
2568,3. Probabilistic Methods,3
2569,3,3
2570,3. Probabilistic Methods,3
2571,3. Probabilistic Methods,3
2572,3. Probabilistic Methods,3
2573,3. Probabilistic Methods,3
2574,3,3
2575,Case Based,0
2576,2. Neural Networks,2
2577,Neural Networks,2
2578,3. Probabilistic Methods,3
2579,3. Probabilistic Methods,3
2580,Neural Networks,2
2581,2. Neural Networks,2
2582,3. Probabilistic Methods,3
2583,1. Genetic Algorithms,1
2584,Neural Networks,2
2585,Neural Networks,2
2586,5. Rule Learning,5
2587,4. Reinforcement Learning,4
2588,3. Probabilistic Methods,3
2589,3. Probabilistic Methods,3
2590,3. Probabilistic Methods,3
2591,1. Genetic Algorithms,1
2592,5. Rule Learning,5
2593,Neural Networks,2
2594,Reinforcement Learning,4
2595,3. Probabilistic Methods,3
2596,Neural Networks,2
2597,Neural Networks,2
2598,Genetic Algorithms,1
2599,3. Probabilistic Methods,3
2600,3,3
2601,3. Probabilistic Methods,3
2602,Probabilistic Methods,3
2603,2. Neural Networks,2
2604,Theory,6
2605,3,3
2606,3,3
2607,Neural Networks,2
2608,Theory,6
2609,3. Probabilistic Methods,3
2610,3. Probabilistic Methods,3
2611,Probabilistic Methods,3
2612,2. Neural Networks,2
2613,3. Probabilistic Methods,3
2614,Neural Networks,2
2615,3. Probabilistic Methods,3
2616,2. Neural Networks,2
2617,4. Reinforcement Learning,4
2618,Neural Networks,2
2619,Neural Networks,2
2620,Case Based,0
2621,5. Rule Learning,5
2622,6,6
2623,Reinforcement Learning,4
2624,2. Neural Networks,2
2625,Neural Networks,2
2626,Neural Networks,2
2627,Neural Networks,2
2628,Rule Learning,5
2629,3. Probabilistic Methods,3
2630,2,2
2631,4. Reinforcement Learning,4
2632,3. Probabilistic Methods,3
2633,3,3
2634,3,3
2635,Probabilistic Methods,3
2636,3,3
2637,4. Reinforcement Learning,4
2638,Theory,6
2639,2. Neural Networks,2
2640,Reinforcement Learning,4
2641,Neural Networks,2
2642,Neural Networks,2
2643,Neural Networks,2
2644,5. Rule Learning,5
2645,Reinforcement Learning,4
2646,Reinforcement Learning,4
2647,Reinforcement Learning,4
2648,Reinforcement Learning,4
2649,Theory,6
2650,3. Probabilistic Methods,3
2651,2. Neural Networks,2
2652,Neural Networks,2
2653,1,1
2654,Neural Networks,2
2655,Neural Networks,2
2656,Neural Networks,2
2657,Neural Networks,2
2658,Neural Networks,2
2659,2. Neural Networks,2
2660,2. Neural Networks,2
2661,2. Neural Networks,2
2662,4. Reinforcement Learning,4
2663,Neural Networks,2
2664,3,3
2665,Reinforcement Learning,4
2666,Reinforcement Learning,4
2667,3. Probabilistic Methods,3
2668,Probabilistic Methods,3
2669,Case Based,0
2670,4. Reinforcement Learning,4
2671,4. Reinforcement Learning,4
2672,4. Reinforcement Learning,4
2673,4. Reinforcement Learning,4
2674,4. Reinforcement Learning,4
2675,Reinforcement Learning,4
2676,3,3
2677,4. Reinforcement Learning,4
2678,4. Reinforcement Learning,4
2679,4. Reinforcement Learning,4
2680,Reinforcement Learning,4
2681,4. Reinforcement Learning,4
2682,4. Reinforcement Learning,4
2683,Reinforcement Learning,4
2684,Reinforcement Learning,4
2685,Neural Networks,2
2686,3. Probabilistic Methods,3
2687,3. Probabilistic Methods,3
2688,3. Probabilistic Methods,3
2689,Neural Networks,2
2690,Theory,6
2691,Neural Networks,2
2692,3. Probabilistic Methods,3
2693,3. Probabilistic Methods,3
2694,4. Reinforcement Learning,4
2695,Reinforcement Learning,4
2696,Reinforcement Learning,4
2697,1. Genetic Algorithms,1
2698,3. Probabilistic Methods,3
2699,Neural Networks,2
2700,3,3
2701,3,3
2702,Probabilistic Methods,3
2703,3. Probabilistic Methods,3
2704,3. Probabilistic Methods,3
2705,Neural Networks,2
2706,3. Probabilistic Methods,3
2707,3. Probabilistic Methods,3
